SUBDIVISIONS,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,FLOOD
Narayanpur,2022,97.9815159,2.944406,4.83454,28.61843421,43.71565439,152.8764332,557.334738,532.1087679,165.494699,0,11.3470066,15.4693315,1612.725527,NO
Narmada,2022,1.285895,2,3.0752337,4,5,108.9431964,997.444191,331.5316196,210.4670841,51.68139133,11.00681028,13.36526907,1739.80069,NO
Narshimapura,2022,0,0,0,0,0,0,0,204.9790417,0,92.781403,0,0,297.7604447,NO
Narsinghpur,2022,27.80927098,6.235089,3.723600589,4.000824505,17.0990714,120.8004532,358.113143,308.110571,225.1544667,0,11,12.44788345,1094.494374,NO
Nashik,2022,1.0971753,2,7.0979375,4.200119,5,145.5987671,524.057626,208.3847505,301.992127,75.6269924,11.00008917,13.33426681,1299.389851,NO
Navsari,2022,1,2,3,4,5,120.7696707,1479.625998,409.5557419,454.8117201,43.15068802,11,12.42072513,2546.334544,NO
Nawada,2022,28.5191067,43.822056,3,4.790486,47.2300183,97.0022894,130.0634946,158.3509537,288.5662297,98.8457742,11,12.54038287,923.7307915,NO
Nayagarh,2022,33.10429,2.28272569,3,8.328974757,103.0839133,123.8333993,380.350544,449.9894869,208.497871,150.0025822,11.15597089,12.7235609,1486.353319,NO
Neemuch,2022,23.01146269,2,14.26581348,4,10.41116653,58.5553566,441.945438,354.1534604,94.58585531,0,11.292078,12.63526337,1026.855894,NO
New Delhi,2022,67.06471,18.38847,3,4.189975,65.69163943,29.46499711,163.1035335,78.12566399,204.4493489,112.025176,11.04865612,12.00056347,768.5527336,NO
Nicobar,2022,0,0,0,0,0,0,0,0,0,10,0,0,10,NO
Nicobars,2022,1,2,3,4,5,6,7,8,9,0,11,12,68,NO
Nilgiris,2022,0,0,0,0,0,0,0,0,0,71.0585149,0,0,71.0585149,NO
Nimach,2022,0,0,0,0,0,0,0,0,0,87.80393129,0,0,87.80393129,NO
Nirmal,2022,28.7859975,2.0626895,4.682584,6.680199,40.3961945,187.7377364,1184.97129,306.5988179,271.3818976,72.7389396,11.3722874,14.22022495,2131.628858,NO
Nivari,2022,0,0,0,0,0,0,0,0,0,64.21418058,0,0,64.21418058,NO
Niwari,2022,95.2932266,2,3.12213,4,31.1739313,54.0110346,214.2915816,326.6075381,373.3145186,0,11.0159619,12.0107965,1126.840719,NO
Nizamabad,2022,22.2356964,2.0503694,3.5996588,5.099733419,52.2414045,149.7521972,964.125821,221.5134473,312.2407412,76.293408,11.1721215,12.43017555,1832.754774,NO
Nonei,2022,0,0,0,0,0,0,0,0,0,55.23803485,0,0,55.23803485,NO
Noney,2022,26.03415965,42.90762765,23.0859086,152.2307336,375.169257,367.4349569,176.2046853,205.6918017,94.80841193,0,11.23750341,13.5208251,1488.325871,NO
North,2022,53.95432,128.0889316,116.8357233,388.2848322,392.0996076,723.22378,273.466256,83.27088202,203.6368949,439.8891221,11.00385635,12,2825.754206,NO
North & Middle Andaman,2022,0,0,0,0,0,0,0,0,0,10,0,0,10,NO
North And Middle Andaman,2022,1,2,3,4,5,6,7,8,9,0,11,12,68,NO
North District,2022,53.95432,128.0889316,116.8357233,388.2848322,392.0996076,723.22378,273.466256,110.0189752,118.089192,0,12.35566245,12.88183944,2329.29912,NO
North East,2022,52.1,18.3,3,4,35.7,26.9,129.9,73.0026,225.756,90.6,11.007,12,682.2656,NO
North Garo Hills,2022,18.9621513,59.437583,57.293008,431.158657,662.287531,1313.38878,222.233596,255.1025999,161.7824932,203.815601,11.47891,12.118461,3409.059371,YES
North Goa,2022,1.7623544,2,13.41092474,48.05761713,125.7721038,737.2544468,1423.263621,370.38549,375.609445,63.7548935,12.007574,18.19618012,3191.47465,YES
North Tripura,2022,15.6705808,19.23448441,38.971874,98.16274874,430.2514329,457.0724347,386.9814313,244.4556315,217.0870733,133.24131,11.6575094,14.9126973,2067.699208,NO
North Twenty-Four Parganas,2022,0,0,0,0,0,0,0,0,0,59.386089,0,0,59.386089,NO
North West,2022,83.97275,21.197572,3,4,62.108801,26.73443,201.9241,93.6937997,188.5157918,115.2703706,11.0017073,12,823.4193224,NO
Nuapada,2022,56.1201121,2.00295707,3,12.176712,28.6750164,144.557875,373.156588,445.5924659,114.6280307,0,11.04789581,13.50570924,1204.463362,NO
Nuaparha,2022,0,0,0,0,0,0,0,0,0,62.069062,0,0,62.069062,NO
Nuh,2022,69.832329,16.0370576,3,4,31.0318164,46.752511,147.485537,128.8970172,216.5594637,0,11.14972613,12.0451923,686.7906503,NO
Osmanabad,2022,1.2070206,2,3.32786619,9.76996876,28.30317931,115.8571319,296.0755821,143.1062193,213.7999025,0,11.05651823,12.39789197,836.9012808,NO
Pakke Kessang,2022,34.948146,70.68476876,64.91473573,499.188734,472.4200109,819.2160927,290.6218715,396.7690843,282.086472,399.0065342,12.2532738,14.70491194,3356.814636,YES
Pakur,2022,12.8875597,52.7939318,4.07551,12.7036952,120.4271562,72.41174336,79.2370852,188.7570381,187.8619023,99.1811225,11.00446088,12.1920417,853.533247,NO
Palakkad,2022,6.63259301,2.118864083,39.3297692,105.8334147,252.7906591,159.8367859,591.87712,388.7125481,237.04142,97.3360425,64.03467994,84.89093362,2030.43483,NO
Palamu,2022,15.044695,24.859809,3.219593,4,35.0933298,53.30704206,85.2102834,231.7723762,153.3340013,58.0806214,11,12.05525941,686.9770105,NO
Palghar,2022,1.0554843,2,3.56777694,4,5.4037216,268.6930894,1747.115036,528.8895888,554.1596694,93.654125,11,12.13016615,3231.668658,YES
Pali,2022,8.53814729,2.0306368,6.080252755,4,5.605578,36.56666452,276.252432,199.4929784,47.51893519,20.8600958,11.02439701,12.0000016,629.9701193,NO
Palwal,2022,56.781254,17.51988,3.329392,4,29.6501818,40.9044,151.4833491,161.2359425,170.4339057,151.3336702,11.21545663,12.00056486,809.8879969,NO
Panch Mahals,2022,1.216994918,2,3,4,5,52.67393863,548.46659,204.9568735,106.8067183,106.7109366,11,12.02647053,1057.858522,NO
Panchkula,2022,229.7639136,69.228663,3.239963187,4.35546677,72.02287235,102.614735,298.3348774,209.279893,244.5846538,94.3215934,11.1242296,12.00034408,1350.871205,NO
Panipat,2022,81.268049,19.56074289,3,4,37.5812865,41.29008635,173.9506906,120.1387907,155.5731489,29.9199819,11.142646,12.010723,689.4361459,NO
Panna,2022,52.0975045,3.52698832,3.0178974,4,21.3064008,152.994514,252.3476956,460.9315666,126.9569839,121.278303,11.00009956,12.28940055,1221.747354,NO
Papum Pare,2022,31.56994406,83.6915666,49.62270118,464.512692,466.2175083,882.645246,305.1562831,371.5106201,169.3385852,0,12.94975275,17.201911,2854.41681,NO
Papumpare,2022,0,0,0,0,0,0,0,0,0,378.3350854,0,0,378.3350854,NO
Parbhani,2022,1.99977621,2,3,4.203347,7.104272,156.1416024,371.850808,130.9872221,177.8674605,71.09251808,11.0000046,13.77248471,951.0194956,NO
Paren,2022,0,0,0,0,0,0,0,0,0,71.414411,0,0,71.414411,NO
Paschim Barddhaman,2022,0,0,0,0,0,0,0,0,0,135.7529125,0,0,135.7529125,NO
Paschim Bardhaman,2022,24.6253037,70.58267,3,20.9667,167.1720051,111.4762209,112.7011765,232.3636421,233.7024068,0,11.0024061,12.32774215,999.9202735,NO
Paschim Medinipur,2022,0,0,0,0,0,0,0,0,0,148.000751,0,0,148.000751,NO
Pashchim Champaran,2022,8.019553,86.9236233,3,30.7154517,126.9306742,191.5752705,136.9623569,320.1369447,223.9600044,0,11.00714993,12.31108877,1151.542117,NO
Pashchimi Champaran,2022,0,0,0,0,0,0,0,0,0,115.0985282,0,0,115.0985282,NO
Patan,2022,1.534092,2,3,4,5,35.61276786,368.0990864,283.703702,136.4977744,10.06457375,11.00190223,12.03838215,872.5522808,NO
Pathanamthitta,2022,30.6206766,21.736179,65.4090474,263.1457279,243.9866804,170.080774,285.2433059,427.0266504,133.3457166,0,165.58522,135.3175001,1941.497478,NO
Pathankot,2022,216.6555785,54.3686113,4.9355,5.8692753,72.0414654,129.0052005,429.4579735,295.7183285,185.4091596,38.302499,21.8515233,12.14244003,1465.757555,NO
Patiala,2022,132.7179894,22.91134182,3.0101115,4.1293188,63.34447986,58.36258177,301.101811,72.24869078,177.0266827,40.830101,11.13072373,12.03844794,898.8522803,NO
Patna,2022,15.57045492,22.3773771,3,13.038862,67.743951,167.1808361,134.7799201,233.3865694,162.7780998,90.8207692,11,12.2141936,933.8910331,NO
Pattanamthitta,2022,0,0,0,0,0,0,0,0,0,85.3575628,0,0,85.3575628,NO
Pauri Garhwal,2022,103.2607703,37.974331,3.176768809,5.877597545,74.35891326,90.75614535,288.206391,209.3391639,191.3012987,89.03653324,11.89749419,12.22864735,1117.414055,NO
Peddapalli,2022,50.39528634,2,3.00358511,4.002100086,24.9836215,135.9703012,712.767257,267.4474685,260.2517345,35.36415238,11.00000289,12.95421421,1520.139724,NO
Perambalur,2022,64.0689872,6.4376421,13.4939944,39.52940613,96.80375158,119.4560305,125.8356165,135.8542948,99.12402267,56.2487812,70.76417,141.8910053,969.5077023,NO
Peren,2022,33.2894307,60.62924154,7.836297834,130.150628,225.7794046,210.475604,269.9309681,188.9280688,112.0562125,0,11.1917392,12.99391067,1263.261506,NO
Phek,2022,20.961535,38.611027,13.108252,114.9739736,118.8965197,212.200643,119.681018,161.8156965,134.8606353,64.0473157,11.40233832,20.67665779,1031.235612,NO
Pherzawl,2022,23.9347917,41.482429,27.9864073,171.7604433,489.789621,584.256798,338.1383943,260.0852463,128.525716,68.0254538,12.49036077,17.54583558,2164.021497,NO
Pilibhit,2022,58.81922627,44.1979673,3.00035299,4.001536806,49.12886306,141.1613189,209.9167021,221.5637426,186.886122,0,11,12.04376331,941.7195954,NO
Pil|Bh|T,2022,0,0,0,0,0,0,0,0,0,235.4167358,0,0,235.4167358,NO
Pithoragarh,2022,79.36783642,62.54056468,10.1046219,22.0037738,172.2228332,227.5961566,612.88479,229.4334288,147.2560881,173.49101,27.30872817,12.32068248,1776.530514,NO
Pondicherry,2022,55.669278,12.4458,15.849752,17.62331223,129.419364,67.86597333,110.2243081,126.2488417,60.32240103,0,232.3960156,135.9892963,964.0543423,NO
Poonch,2022,180.2589638,84.5318315,45.612538,55.18440562,90.50516178,169.5123722,158.700994,241.5323226,68.87106056,0,106.4509141,18.91432786,1220.074892,NO
Porbandar,2022,17.1365965,2,3,4,5,96.1786627,538.4244124,314.6949509,206.3060309,18.4627567,11.00002564,12.01952644,1228.222962,NO
Potti Sriramulu Nellore,2022,0,0,0,0,0,0,0,0,0,73.3737952,0,0,73.3737952,NO
Prakasam,2022,27.8154225,2,6.03777071,4.05048922,132.6569795,67.73928,125.8300203,116.6833219,114.9062462,171.3902655,65.3729413,111.6236591,946.1063962,NO
Pratapgarh,2022,39.5604372,5.71014144,34.223012,8,17.81478055,105.1157772,629.195696,679.3806217,355.4498707,257.4655716,22.00014511,24.13601172,2178.052065,NO
Prayagraj,2022,26.2851509,3.189862,3,4,15.577035,61.7117839,119.8336832,177.1387904,183.6932966,66.4920967,11,12.06207256,683.9837713,NO
Puducherry,2022,0,0,0,0,0,0,0,0,0,79.936373,0,0,79.936373,NO
Pudukkottai,2022,98.7600336,11.69025799,15.85192513,65.0810611,49.2244886,76.9346302,89.12618379,122.2697061,95.9137171,56.93892041,54.1005385,106.100917,841.9923794,NO
Pulwama,2022,106.7974243,112.6258589,25.5169132,46.7232634,82.57458192,122.5134248,105.2997772,140.3932381,45.56978147,13.4933951,65.5747068,20.34670059,887.4290657,NO
Punch,2022,0,0,0,0,0,0,0,0,0,13.6669113,0,0,13.6669113,NO
Pune,2022,1.0170659,2,3.677879915,6.83924649,5.73186445,87.040399,365.05369,284.7988436,269.038017,67.628693,11.02706161,12.15089481,1116.003656,NO
Purba Barddhaman,2022,0,0,0,0,0,0,0,0,0,81.46927656,0,0,81.46927656,NO
Purba Bardhaman,2022,21.5877938,44.087849,3,9.382205,182.6750759,98.54091693,113.1250845,192.3302786,218.4419992,0,11,12.03709236,906.2082953,NO
Purba Medinipur,2022,0,0,0,0,0,0,0,0,0,152.447714,0,0,152.447714,NO
Purbi Champaran,2022,5.11398753,37.585747,3,14.871784,76.2409634,195.516034,107.2839428,307.3748522,214.64237,58.872001,11.00091429,12.34814968,1043.850746,NO
Puri,2022,12.7745303,7.227069,3,4,48.4809794,28.43532631,298.992075,298.936247,186.8650497,183.327494,13.89976499,15.92337166,1101.861907,NO
Purnia,2022,2.92549567,32.18961021,5.93477,43.234407,181.7321913,387.210235,153.5713848,235.7359696,314.5737228,158.7429917,11.00156266,12.083502,1538.935843,NO
Purulia,2022,26.64249707,50.12969724,3.0985898,8.48558,120.9387398,138.9663828,154.5315813,346.4624575,222.435798,0,11.00869713,12.13491464,1094.834935,NO
Puruliya,2022,0,0,0,0,0,0,0,0,0,105.4424149,0,0,105.4424149,NO
Rae Bareli,2022,33.0585484,3.55103165,3,4,25.66284915,31.2310932,102.6821218,168.0990996,227.9534453,0,11,12.0427504,622.2809395,NO
Raibeareli,2022,0,0,0,0,0,0,0,0,0,180.2438015,0,0,180.2438015,NO
Raichur,2022,2.156893,2,6.633739765,12.21671068,81.38466137,76.90786548,137.898075,204.8958218,107.6773062,141.222774,11.80851811,23.22452411,808.0268896,NO
Raigad,2022,1.3599597,2,3.42462354,8.745498,5.06317721,285.674866,1632.531566,749.6192288,573.833749,0,11.00000245,12.1107056,3285.363376,YES
Raigarh,2022,38.5267959,24.13288767,3.24201505,5.64279137,32.76837357,100.6894303,390.2110258,441.1617364,164.7397457,67.629461,11.0008267,12.44830163,1292.193391,NO
Raipur,2022,28.8409341,2.928780313,3.000001036,9.994450554,16.57921047,114.6423805,400.574575,534.1793069,126.0489889,45.0630162,11.00356091,12.33362544,1305.18883,NO
Raisen,2022,31.1052865,2.01568508,3.0544044,4.0122233,17.0222412,130.940764,485.814791,651.5089111,193.2730183,126.013015,11,13.26249792,1669.022838,NO
Raj Nandgaon,2022,0,0,0,0,0,0,0,0,0,60.97452,0,0,60.97452,NO
Raj Samand,2022,0,0,0,0,0,0,0,0,0,29.6109431,0,0,29.6109431,NO
Rajanna Sircilla,2022,43.4675124,2,3.0073282,5.3043732,43.9172908,181.5312684,675.173459,240.861982,277.1370007,0,11.05802633,13.42458653,1496.882828,NO
Rajauri,2022,0,0,0,0,0,0,0,0,0,38.229353,0,0,38.229353,NO
Rajgarh,2022,32.1942663,2,4.16461408,4,10.13924,95.11861123,542.6288892,660.412453,250.4782297,122.9414225,11.0127819,13.067653,1748.158161,NO
Rajkot,2022,1.978451,2,3,4,5,65.9047638,389.939098,215.0704648,205.0394423,18.348672,11,12.02313264,933.3040245,NO
Rajnandgaon,2022,38.2370179,6.6462683,3.000025694,13.44642534,20.18002276,157.0547736,470.393853,576.5450815,207.3429228,0,11,12.77927832,1516.625669,NO
Rajouri,2022,261.0277146,84.8864448,17.4904861,14.32261727,89.41092167,177.6996601,338.309494,280.998902,51.14122524,0,59.87052953,20.926613,1396.084608,NO
Rajsamand,2022,8.6775711,2,7.1576,4.00432702,5.356517,37.99482799,342.6350798,218.2037199,74.27667764,0,11.0000411,12,723.3063615,NO
Ramanagara,2022,2.7449086,2,18.0475026,69.24639828,223.8001987,145.9484123,100.2745416,365.4287343,116.9180661,0,61.0387943,49.35373596,1154.801293,NO
Ramanagaram,2022,0,0,0,0,0,0,0,0,0,88.58303135,0,0,88.58303135,NO
Ramanathapuram,2022,14.4519584,15.027205,3.52393694,53.79670979,10.37248314,28.10854404,71.75666366,40.42672164,26.57976175,52.0154192,82.654674,68.35575758,467.0698351,NO
Ramban,2022,293.1189697,129.9454641,20.30975413,26.7252572,110.3388983,195.019285,204.2029848,181.5655302,57.20725431,31.9969498,79.22960451,20.66277085,1350.322723,NO
Ramgarh,2022,29.8445857,50.7919179,3,4.6776171,57.43787304,108.5587035,114.7193543,239.6721294,291.7599392,114.9017053,11.00007633,12.07396599,1038.437868,NO
Rampur,2022,91.35282999,44.6138,3,4.175047,48.29121299,53.72393412,120.3205827,134.4117147,125.1971671,250.0519243,11.00732314,12.01693381,898.1624699,NO
Ranchi,2022,29.163155,42.207527,3.3361505,4.750139,60.50710707,104.7425981,149.854377,309.0107288,227.5343401,84.3782914,11.00963918,12.14566476,1038.639718,NO
Ranga Reddy,2022,11.0955368,2,5.0800565,19.2647781,43.36854257,137.1610107,296.8974168,206.0860067,138.4626461,0,12.08922403,21.88607232,893.3912907,NO
Rangareddy,2022,0,0,0,0,0,0,0,0,0,94.235327,0,0,94.235327,NO
Ranipet,2022,46.661204,2,3.0117216,5.4721939,130.7100262,159.7839143,169.4546776,239.3397033,106.3485021,0,164.1326407,185.8504175,1212.765001,NO
Ranippettai,2022,0,0,0,0,0,0,0,0,0,116.8701,0,0,116.8701,NO
Ranjanna Sircilla,2022,0,0,0,0,0,0,0,0,0,73.128131,0,0,73.128131,NO
Ratlam,2022,5.315857,2,16.691049,4,6.29664,97.8849075,366.582494,529.05354,126.5144872,116.747,11.00004285,12.00902963,1294.095047,NO
Ratnagiri,2022,3.55300085,2,3.7416528,16.62291,17.2210534,541.4015616,1332.76978,735.5653882,373.4229453,148.16085,11.00534038,12.1476338,3197.612116,YES
Rayagada,2022,77.5787213,2.1301081,5.45266,34.2666417,97.9351225,168.3734204,373.936523,470.7842197,215.8119242,0,14.35251064,19.58427345,1480.206125,NO
Rayagarha,2022,0,0,0,0,0,0,0,0,0,106.433084,0,0,106.433084,NO
Raygad,2022,0,0,0,0,0,0,0,0,0,141.9070018,0,0,141.9070018,NO
Reasi,2022,333.0784957,134.540463,14.6247507,18.9451724,116.4820038,188.6911772,375.061647,288.1898117,63.7600395,0,71.06494235,27.87690708,1632.31541,NO
Rewa,2022,39.34887058,2.02184905,3,4,21.03764374,106.4464404,156.3527224,279.8716085,194.8290734,43.2217079,11.05438954,12.13946716,873.3237726,NO
Rewari,2022,86.66633686,9.0454391,3,5.28265,42.09981772,65.08144723,268.5299716,107.1878009,224.7472393,92.5005584,11.76698296,12.00080914,927.9090533,NO
Ri Bhoi,2022,37.9303738,36.24285,23.226,186.9772037,386.824373,475.324032,234.381215,305.8574939,194.182989,0,17.6953303,13.15786248,1911.799723,NO
Ri-Bhoi,2022,0,0,0,0,0,0,0,0,0,108.437144,0,0,108.437144,NO
Riasi,2022,0,0,0,0,0,0,0,0,0,63.0714322,0,0,63.0714322,NO
Rohtak,2022,77.30480516,20.687791,3,4.380019,43.4489932,39.23945524,239.5023993,76.89626785,151.8841612,33.9952996,13.378324,12.00044995,715.7179655,NO
Rohtas,2022,22.561929,16.980576,3,4,20.05884283,63.95782355,117.7739823,270.6967659,191.3758355,59.6151168,11,12.00803907,793.0289109,NO
Rudra Prayag,2022,111.192003,64.8586658,7.584191,20.8499551,98.78170507,223.0221287,548.26657,304.7526,211.5707406,0,32.7093663,13.49248056,1637.080406,NO
Rudraprayag,2022,0,0,0,0,0,0,0,0,0,77.922548,0,0,77.922548,NO
Rupnagar,2022,198.1928063,64.102674,4.01456,4.277794926,30.16389744,108.4148273,348.6204027,196.9127051,150.6514962,44.7409584,11.11563385,12.10222749,1173.309984,NO
S.A.S Nagar,2022,177.224748,37.86933133,3.242009,4.396729,40.40496411,69.73505514,353.918098,118.483131,209.6868309,0,11.06294984,12.04917915,1038.073025,NO
SPSR Nellore,2022,57.2095797,2,5.081298312,4,134.2646795,78.47221186,126.1435028,112.6997551,97.45936542,0,153.5920308,143.7137554,914.6361788,NO
Sabar Kantha,2022,5.0930653,2,3.000004945,4,5.728935,56.73358576,471.089232,440.181723,107.7324536,26.79344563,11.00014779,12.01261271,1145.365206,NO
Sagar,2022,48.582463,2.106,3.587603,4,15.7275307,155.8731734,331.961995,427.3596682,193.6215167,114.6662533,11.00011231,13.17170181,1321.658017,NO
Saharanpur,2022,151.0265498,49.2155045,3.016679094,4.5581877,42.49379248,52.6462645,224.622238,197.4676194,194.1219253,53.702291,11.02065312,12.08574272,995.9774475,NO
Saharsa,2022,3.24691442,25.09774532,3,22.9517526,99.71091966,218.7062477,86.31266166,200.2064772,309.8263578,80.47874937,11,12.304686,1072.842512,NO
Sahebganj,2022,12.3205741,79.6935674,9.8251707,37.6363361,206.0826317,75.1511072,120.5905485,210.5113369,153.0403504,0,11.0680185,12.00440211,927.9240437,NO
Sahibganj,2022,0,0,0,0,0,0,0,0,0,114.368079,0,0,114.368079,NO
Saiha,2022,4.31642319,75.5966313,3.525081,18.0743827,271.182411,312.2270467,287.7923122,219.6998485,172.287902,244.954904,11,12.259234,1632.916177,NO
Salem,2022,18.6693209,2.0465986,21.987472,81.42103243,141.9210955,114.9884889,126.8521649,210.9478454,126.2417306,88.739272,59.9617472,88.83982602,1082.616594,NO
Samastipur,2022,8.293003934,28.61536608,3,13.199247,118.7447137,213.9349618,113.0757969,245.4302964,211.4152367,103.5399202,11,12.3308981,1082.579441,NO
Samba,2022,232.0826195,56.9365789,5.9057528,7.46959576,82.21507962,111.7677879,441.6993851,258.4288619,96.0847755,28.4423185,20.07394779,12.78567196,1353.892375,NO
Sambalpur,2022,46.88284732,14.3431408,3.064472,4.987549155,82.84176727,127.2383738,330.076819,473.7192525,135.1239942,90.406952,11.05434226,12.80297955,1332.54249,NO
Sambhal,2022,55.4845408,41.38762897,3,4,45.61001895,30.18625856,101.8016883,155.1112502,196.8633526,212.207861,11.00115422,12.00255906,868.6563126,NO
Sangareddy,2022,3.3539085,2,3.7129275,16.2311943,76.92841713,174.1866048,449.9278752,160.76694,173.6112831,88.500722,11.15265292,13.41112405,1173.78365,NO
Sangli,2022,1.0000775,2,5.71280405,19.93881314,37.97745524,74.44564004,140.351886,115.504461,135.510301,121.232655,11.04553165,14.04851017,678.7681348,NO
Sangrur,2022,91.54352564,18.291776,3.0445536,4.0344907,45.68482098,41.032114,240.3663779,71.44337277,125.539791,29.72098,11.1997342,12.17564703,694.0771838,NO
Sant Kabeer Nagar,2022,19.563332,23.4389714,3,4,21.451134,97.36513904,114.2380024,274.3890376,221.3208772,0,11.00109947,12.101422,801.8690151,NO
Santkabirnagar,2022,0,0,0,0,0,0,0,0,0,157.8635079,0,0,157.8635079,NO
Saraikela Kharsawan,2022,27.9475214,55.853522,4.37748,8.062480022,145.5988151,182.9028784,191.4828581,346.0120226,159.2440533,0,11.01733184,12.01690564,1144.515868,NO
Saraikela-Kharsawan,2022,0,0,0,0,0,0,0,0,0,121.7657307,0,0,121.7657307,NO
Saran,2022,9.09551652,18.4659694,3,7.996973001,38.42563553,116.1200879,170.2610129,222.7401308,165.8826404,82.01228523,11,13.35385527,858.354107,NO
Sas Nagar (Sahibzada Aj|T Singh Nagar),2022,0,0,0,0,0,0,0,0,0,44.1463722,0,0,44.1463722,NO
Satara,2022,1.068169,2,5.13884434,10.64782203,12.36053649,78.45283879,273.766657,210.2291518,203.011777,111.2519702,11.00354141,12.18128938,931.1125974,NO
Satna,2022,54.3644418,3.289859034,3,4,17.43030513,107.641997,216.2498594,406.7188784,136.3693365,108.4320562,11.3727014,13.23879839,1082.108233,NO
Sawai Madhopur,2022,27.18781288,2.0541918,3.60418774,4,8.5259294,125.2765653,240.429114,259.593612,125.1214827,177.8321769,12.02112127,12.00029403,997.646488,NO
Sehore,2022,22.3649131,2.011229982,3.250402332,4.0109085,6.0521239,96.28243199,680.790386,597.3376924,213.3606165,106.078899,11.0017445,12.37531513,1754.916663,NO
Senapati,2022,24.82651293,52.0029249,9.1389372,142.488504,170.741222,261.20564,185.352808,244.4961204,78.4933818,82.191846,11.33961677,13.92820919,1276.205723,NO
Seoni,2022,36.96803,15.4288379,4.9973604,4.0716137,26.48213212,123.117899,506.65956,440.976411,245.990726,70.62641764,11.00674051,13.03802604,1499.363754,NO
Sepahijala,2022,7.2438921,28.1399354,38.02905,216.4556587,389.756325,390.3741426,145.4059825,134.2509829,316.5971015,167.9235853,11.23729076,12.050891,1857.464838,NO
Serchhip,2022,7.6615311,86.0789634,18.64141748,46.54073023,289.3841753,267.7266702,332.152618,235.6058978,141.962086,108.99321,11.5439269,15.75360692,1562.044833,NO
Shahadra,2022,0,0,0,0,0,0,0,0,0,90.6,0,0,90.6,NO
Shahdara,2022,52.1,18.3,3,4,35.7,26.9,129.9,82.9055,225.756,0,11.007,12,601.5685,NO
Shahdol,2022,22.90645832,12.525364,3.60636,4.020595,9.78528267,172.0913605,203.74768,380.8238299,177.9281699,56.1850649,11.3117924,13.82779798,1068.759756,NO
Shahid Bhagat Singh Nagar,2022,169.2229356,49.36979585,3.42976,4.206617,24.2411125,79.27474718,249.692084,100.6184729,134.364232,49.856803,11.19055813,12.09080124,887.5579195,NO
Shahjahanpur,2022,21.09712177,31.8139004,3,4,38.13910875,79.31449059,85.48143641,159.3401841,94.7491551,149.848403,11,12.00852201,689.7923221,NO
Shajapur,2022,37.0813671,2,3.2636866,4,5.669129,91.338809,531.3486572,557.5251239,155.5983522,120.4990925,11,15.1229942,1534.447212,NO
Shamli,2022,107.0761725,36.96225,3,4,48.33281971,64.02717785,109.9139799,106.7518058,123.8441119,46.0564388,11.356752,12.068726,673.3902345,NO
Sheikhpura,2022,14.553226,41.520073,3,4.01916936,53.31780295,86.14259622,95.47027112,123.9707254,171.8588088,101.5278498,11,12.01489125,718.3954139,NO
Sheohar,2022,2.8221391,33.9198857,3,9.790736,128.0996466,172.170601,92.3427557,359.2901929,176.7247695,40.0091516,11.00012598,12.38658687,1041.556591,NO
Sheopur,2022,29.23421684,2,3.1360873,4,10.51011111,117.1350599,343.4791222,234.0559534,158.6915591,162.9568196,11.0473134,12,1088.246243,NO
Shi Yomi,2022,92.041755,136.157084,261.332038,639.8292772,394.7999697,695.298536,211.6706408,134.0616253,127.1169932,333.17363,21.042212,17.71189182,3064.235653,YES
Shimla,2022,160.2925914,77.5221011,5.09672031,10.3842298,88.52643459,57.5920282,255.8699689,258.071903,151.778492,61.74723086,17.73846589,12.89982294,1157.519989,NO
Shivamogga,2022,1.150922,2,29.87272745,124.1026389,255.9792175,180.9975844,848.884066,477.099261,197.3851433,76.636832,14.78787455,37.66965123,2246.565918,NO
Shivpuri,2022,57.905883,2,4.74111,4,23.0586676,84.26311787,302.552199,255.0176206,244.985319,125.5363563,11.1603902,12.05884005,1127.279504,NO
Shopian,2022,95.1055976,105.1324684,20.7867761,41.9066923,74.27823344,109.0861866,107.9053349,205.0212661,23.90730235,0,80.60401,21.43342217,885.16729,NO
Shravasti,2022,52.90014,29.3356257,3,4,27.95096372,78.3021082,132.2239421,321.985583,263.5010825,0,11,12.1088179,936.3082631,NO
Shrawasti,2022,0,0,0,0,0,0,0,0,0,449.82046,0,0,449.82046,NO
Shupiyan,2022,0,0,0,0,0,0,0,0,0,12.282542,0,0,12.282542,NO
Siang,2022,54.62110491,98.20929351,128.215773,520.8896707,373.4438482,709.3146,232.6416413,259.9326668,294.9516186,339.9043435,13.79223638,21.66847877,3047.585276,YES
Sibsagar,2022,0,0,0,0,0,0,0,0,0,149.9523416,0,0,149.9523416,NO
Siddharth Nagar,2022,49.17004625,29.1206076,3,4.3850808,36.78297408,87.9693601,114.749746,301.7332656,213.1334746,0,11.00075294,13.72062826,864.7659362,NO
Siddharthnagar,2022,0,0,0,0,0,0,0,0,0,211.6990836,0,0,211.6990836,NO
Siddipet,2022,49.615655,2,3.00349068,6.70440806,36.39513464,169.8617862,450.841057,267.3754012,251.7348974,73.9397574,11.13420695,13.51663629,1336.122431,NO
Sidhi,2022,34.00580432,4.325824331,3.156951,4,14.41064507,152.8679889,185.0394029,354.5101331,168.2739101,47.98880579,11.07450201,12.63840306,992.2923705,NO
Sikar,2022,60.09838,7.2764735,4.834535,4.03285571,26.02250505,73.14123573,289.542536,141.6378691,44.53456541,48.45858,17.7729629,12.00164473,729.3541431,NO
